# v(m^3/kg),P(bar)
1.000000000000000021e-03	1.211193655450336593e+02
1.145728643216080379e-03	3.203347367976741111e+01
1.291457286432160737e-03	3.203347367976704874e+01
1.437185929648241312e-03	3.203347367976668636e+01
1.582914572864321454e-03	3.203347367976633109e+01
1.728643216080402029e-03	3.203347367976597582e+01
1.874371859296482387e-03	3.203347367976561344e+01
2.020100502512562745e-03	3.203347367976525106e+01
2.165829145728642886e-03	3.203347367976490290e+01
2.311557788944723461e-03	3.203347367976454052e+01
2.457286432160804036e-03	3.203347367976418525e+01
2.603015075376884178e-03	3.203347367976382998e+01
2.748743718592964753e-03	3.203347367976346760e+01
2.894472361809044894e-03	3.203347367976311233e+01
3.040201005025125469e-03	3.203347367976274995e+01
3.185929648241205610e-03	3.203347367976239468e+01
3.331658291457286186e-03	3.203347367976203230e+01
3.477386934673366761e-03	3.203347367976168414e+01
3.623115577889446902e-03	3.203347367976132176e+01
3.768844221105527477e-03	3.203347367976095939e+01
3.914572864321607185e-03	3.203347367976060411e+01
4.060301507537687760e-03	3.203347367976024174e+01
4.206030150753768335e-03	3.203347367975988647e+01
4.351758793969848910e-03	3.203347367975952409e+01
4.497487437185929485e-03	3.203347367975916882e+01
4.643216080402010060e-03	3.203347367975881355e+01
4.788944723618090635e-03	3.203347367975845117e+01
4.934673366834170342e-03	3.203347367975809590e+01
5.080402010050250917e-03	3.203347367975773352e+01
5.226130653266331492e-03	3.203347367975737825e+01
5.371859296482411200e-03	3.203347367975702298e+01
5.517587939698491775e-03	3.203347367975666060e+01
5.663316582914572350e-03	3.203347367975630533e+01
5.809045226130652925e-03	3.203347367975594295e+01
5.954773869346733500e-03	3.203347367975558768e+01
6.100502512562813208e-03	3.203347367975523241e+01
6.246231155778893783e-03	3.203347367975487714e+01
6.391959798994974358e-03	3.203347367975451476e+01
6.537688442211054933e-03	3.203347367975415949e+01
6.683417085427134641e-03	3.203347367975380422e+01
6.829145728643215216e-03	3.203347367975344184e+01
6.974874371859295791e-03	3.203347367975308657e+01
7.120603015075376366e-03	3.203347367975272419e+01
7.266331658291456941e-03	3.203347367975236892e+01
7.412060301507536648e-03	3.203347367975200655e+01
7.557788944723617224e-03	3.203347367975165128e+01
7.703517587939697799e-03	3.203347367975129600e+01
7.849246231155779241e-03	3.203347367975093363e+01
7.994974874371858081e-03	3.203347367975057836e+01
8.140703517587938656e-03	3.203347367975021598e+01
8.286432160804019231e-03	3.203347367974986071e+01
8.432160804020099806e-03	3.203347367974949833e+01
8.577889447236180381e-03	3.203347367974914306e+01
8.723618090452259222e-03	3.203347367974878068e+01
8.869346733668341531e-03	3.203347367974843252e+01
9.015075376884420372e-03	3.203347367974807014e+01
9.160804020100502681e-03	3.203347367974771487e+01
9.306532663316581522e-03	3.203347367974735960e+01
9.452261306532663832e-03	3.203347367974699722e+01
9.597989949748742672e-03	3.203347367974663484e+01
9.743718592964821512e-03	3.203347367974627957e+01
9.889447236180903822e-03	3.203347367974592430e+01
1.003517587939698266e-02	3.203347367974556192e+01
1.018090452261306497e-02	3.203347367974520665e+01
1.032663316582914381e-02	3.203347367974485138e+01
1.047236180904522612e-02	3.203347367974448900e+01
1.061809045226130496e-02	3.203347367974413373e+01
1.076381909547738727e-02	3.203347367974377136e+01
1.090954773869346611e-02	3.203347367974341608e+01
1.105527638190954495e-02	3.203347367974305371e+01
1.120100502512562726e-02	3.203347367974269844e+01
1.134673366834170610e-02	3.197887049719224350e+01
1.149246231155778841e-02	3.172499388517677943e+01
1.163819095477386725e-02	3.147396454484915651e+01
1.178391959798994956e-02	3.122579871433863019e+01
1.192964824120602840e-02	3.098050609997202187e+01
1.207537688442211071e-02	3.073809062446413520e+01
1.222110552763818955e-02	3.049855109295247502e+01
1.236683417085426839e-02	3.026188178670216189e+01
1.251256281407035070e-02	3.002807299297241173e+01
1.265829145728642954e-02	2.979711147841021557e+01
1.280402010050251185e-02	2.956898091238220161e+01
1.294974874371859069e-02	2.934366224584328009e+01
1.309547738693467300e-02	2.912113405064454241e+01
1.324120603015075184e-02	2.890137282358588067e+01
1.338693467336683415e-02	2.868435325900319555e+01
1.353266331658291299e-02	2.847004849323456810e+01
1.367839195979899183e-02	2.825843032392216969e+01
